symbol;state;ei;series_start_date;series_end_date;n_obs;model_form;model_nickname;externals;holdout_periods;mape;last_predicted_test_value;last_actual_test_value;is_best_model
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;Multi Level Perceptron - {'hidden_layer_sizes': (10, 50), 'solver': 'lbfgs', 'activation': 'relu'};mlp;['t', 'JHDUSRGDPBR_lagMonth_21', 'JHDUSRGDPBR_lagMonth_1', 'JHDUSRGDPBR_lagMonth_3', 'JHDUSRGDPBR_lagMonth_23', 'JHDUSRGDPBR_lagMonth_2', 'JHDUSRGDPBR_lagMonth_5', 'JHDUSRGDPBR_lagMonth_6', 'JHDUSRGDPBR_lagMonth_19', 'JHDUSRGDPBR_lagMonth_22', 'LastRecession_1989-10-01 00:00:00', 'LastRecession_2007-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_17', 'JHDUSRGDPBR_lagMonth_20', 'JHDUSRGDPBR_lagMonth_24', 'JHDUSRGDPBR_lagMonth_13', 'JHDUSRGDPBR_lagMonth_9', 'JHDUSRGDPBR_lagMonth_8', 'JHDUSRGDPBR_lagMonth_4', 'JHDUSRGDPBR_lagMonth_11', 'JHDUSRGDPBR_lagMonth_7', 'JHDUSRGDPBR', 'JHDUSRGDPBR_lagMonth_18', 'JHDUSRGDPBR_lagMonth_15', 'LastRecession_2001-01-01 00:00:00', 'JHDUSRGDPBR_lagMonth_10', 'JHDUSRGDPBR_lagMonth_16', 'JHDUSRGDPBR_lagMonth_12', 'JHDUSRGDPBR_lagMonth_14', 'LastRecession_2019-10-01 00:00:00'];12;0.575775030380835;-0.6186348816288069;1.21;0
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;Random Forest - {'max_depth': 3, 'n_estimators': 500};rf;['t', 'JHDUSRGDPBR_lagMonth_3', 'JHDUSRGDPBR_lagMonth_2', 'LastRecession_2007-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_4', 'JHDUSRGDPBR_lagMonth_21', 'LastRecession_1989-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_1', 'JHDUSRGDPBR_lagMonth_18', 'JHDUSRGDPBR_lagMonth_7', 'JHDUSRGDPBR_lagMonth_19', 'JHDUSRGDPBR', 'JHDUSRGDPBR_lagMonth_8', 'JHDUSRGDPBR_lagMonth_9', 'JHDUSRGDPBR_lagMonth_6', 'JHDUSRGDPBR_lagMonth_5', 'JHDUSRGDPBR_lagMonth_12', 'JHDUSRGDPBR_lagMonth_11', 'JHDUSRGDPBR_lagMonth_20', 'JHDUSRGDPBR_lagMonth_13', 'JHDUSRGDPBR_lagMonth_17', 'JHDUSRGDPBR_lagMonth_22', 'JHDUSRGDPBR_lagMonth_10', 'JHDUSRGDPBR_lagMonth_14', 'JHDUSRGDPBR_lagMonth_16', 'JHDUSRGDPBR_lagMonth_15', 'LastRecession_2019-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_24', 'LastRecession_2001-01-01 00:00:00', 'JHDUSRGDPBR_lagMonth_23'];12;0.7539208747383461;-2.027509106108712;1.21;0
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;Gradient Boosted Trees - {'max_depth': 3, 'n_estimators': 500};gbt;['t', 'JHDUSRGDPBR_lagMonth_4', 'JHDUSRGDPBR', 'JHDUSRGDPBR_lagMonth_11', 'JHDUSRGDPBR_lagMonth_7', 'JHDUSRGDPBR_lagMonth_9', 'JHDUSRGDPBR_lagMonth_3', 'JHDUSRGDPBR_lagMonth_12', 'LastRecession_2007-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_18', 'JHDUSRGDPBR_lagMonth_10', 'LastRecession_2001-01-01 00:00:00', 'JHDUSRGDPBR_lagMonth_21', 'JHDUSRGDPBR_lagMonth_15', 'JHDUSRGDPBR_lagMonth_5', 'JHDUSRGDPBR_lagMonth_8', 'JHDUSRGDPBR_lagMonth_23', 'JHDUSRGDPBR_lagMonth_2', 'JHDUSRGDPBR_lagMonth_24', 'LastRecession_1989-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_17', 'JHDUSRGDPBR_lagMonth_19', 'JHDUSRGDPBR_lagMonth_16', 'JHDUSRGDPBR_lagMonth_13', 'JHDUSRGDPBR_lagMonth_6', 'JHDUSRGDPBR_lagMonth_14', 'JHDUSRGDPBR_lagMonth_20', 'JHDUSRGDPBR_lagMonth_22', 'LastRecession_2019-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_1'];12;1.1647519363204195;-2.7168441124442664;1.21;0
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;Ada Boosted Trees - {'learning_rate': 0.5, 'n_estimators': 250};adaboost;['t', 'JHDUSRGDPBR_lagMonth_3', 'JHDUSRGDPBR_lagMonth_21', 'JHDUSRGDPBR_lagMonth_11', 'LastRecession_1989-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_5', 'JHDUSRGDPBR_lagMonth_2', 'JHDUSRGDPBR', 'JHDUSRGDPBR_lagMonth_18', 'LastRecession_2007-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_4', 'JHDUSRGDPBR_lagMonth_12', 'JHDUSRGDPBR_lagMonth_1', 'JHDUSRGDPBR_lagMonth_6', 'JHDUSRGDPBR_lagMonth_13', 'JHDUSRGDPBR_lagMonth_17', 'JHDUSRGDPBR_lagMonth_22', 'JHDUSRGDPBR_lagMonth_8', 'JHDUSRGDPBR_lagMonth_9', 'JHDUSRGDPBR_lagMonth_19', 'JHDUSRGDPBR_lagMonth_14', 'JHDUSRGDPBR_lagMonth_7', 'JHDUSRGDPBR_lagMonth_20', 'JHDUSRGDPBR_lagMonth_10', 'LastRecession_2019-10-01 00:00:00', 'LastRecession_2001-01-01 00:00:00', 'JHDUSRGDPBR_lagMonth_15', 'JHDUSRGDPBR_lagMonth_16', 'JHDUSRGDPBR_lagMonth_23', 'JHDUSRGDPBR_lagMonth_24'];12;0.6104315685407694;-2.111666666666667;1.21;0
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;Multi Linear Regression;mlr;['LastRecession_2007-10-01 00:00:00', 't', 'LastRecession_2001-01-01 00:00:00', 'JHDUSRGDPBR', 'LastRecession_2019-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_9', 'LastRecession_1989-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_15', 'JHDUSRGDPBR_lagMonth_10', 'JHDUSRGDPBR_lagMonth_24', 'JHDUSRGDPBR_lagMonth_11', 'JHDUSRGDPBR_lagMonth_3', 'JHDUSRGDPBR_lagMonth_21', 'JHDUSRGDPBR_lagMonth_6', 'JHDUSRGDPBR_lagMonth_4', 'JHDUSRGDPBR_lagMonth_17', 'JHDUSRGDPBR_lagMonth_19', 'JHDUSRGDPBR_lagMonth_23', 'JHDUSRGDPBR_lagMonth_8', 'JHDUSRGDPBR_lagMonth_7', 'JHDUSRGDPBR_lagMonth_20', 'JHDUSRGDPBR_lagMonth_14', 'JHDUSRGDPBR_lagMonth_1', 'JHDUSRGDPBR_lagMonth_5', 'JHDUSRGDPBR_lagMonth_12', 'JHDUSRGDPBR_lagMonth_16', 'JHDUSRGDPBR_lagMonth_13', 'JHDUSRGDPBR_lagMonth_22', 'JHDUSRGDPBR_lagMonth_2', 'JHDUSRGDPBR_lagMonth_18'];12;2.4032697387307853;-4.92103919230353;1.21;0
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;Ridge - 10;ridge;['JHDUSRGDPBR', 't', 'JHDUSRGDPBR_lagMonth_6', 'JHDUSRGDPBR_lagMonth_8', 'JHDUSRGDPBR_lagMonth_3', 'LastRecession_1989-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_4', 'JHDUSRGDPBR_lagMonth_1', 'JHDUSRGDPBR_lagMonth_21', 'JHDUSRGDPBR_lagMonth_7', 'JHDUSRGDPBR_lagMonth_5', 'JHDUSRGDPBR_lagMonth_2', 'JHDUSRGDPBR_lagMonth_18', 'LastRecession_2007-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_11', 'JHDUSRGDPBR_lagMonth_20', 'JHDUSRGDPBR_lagMonth_10', 'JHDUSRGDPBR_lagMonth_17', 'LastRecession_2019-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_23', 'JHDUSRGDPBR_lagMonth_15', 'JHDUSRGDPBR_lagMonth_19', 'JHDUSRGDPBR_lagMonth_24', 'JHDUSRGDPBR_lagMonth_9', 'LastRecession_2001-01-01 00:00:00', 'JHDUSRGDPBR_lagMonth_22', 'JHDUSRGDPBR_lagMonth_13', 'JHDUSRGDPBR_lagMonth_16', 'JHDUSRGDPBR_lagMonth_14', 'JHDUSRGDPBR_lagMonth_12'];12;0.7607059100501264;-1.017406900300768;1.21;0
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;Lasso - 0.05;lasso;['JHDUSRGDPBR', 'JHDUSRGDPBR_lagMonth_4', 'JHDUSRGDPBR_lagMonth_3', 'JHDUSRGDPBR_lagMonth_6', 'JHDUSRGDPBR_lagMonth_5', 'JHDUSRGDPBR_lagMonth_2', 't', 'JHDUSRGDPBR_lagMonth_19', 'JHDUSRGDPBR_lagMonth_18', 'JHDUSRGDPBR_lagMonth_7', 'JHDUSRGDPBR_lagMonth_20', 'JHDUSRGDPBR_lagMonth_1', 'JHDUSRGDPBR_lagMonth_21', 'JHDUSRGDPBR_lagMonth_11', 'JHDUSRGDPBR_lagMonth_8', 'JHDUSRGDPBR_lagMonth_9', 'JHDUSRGDPBR_lagMonth_10', 'LastRecession_2019-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_12', 'JHDUSRGDPBR_lagMonth_13', 'LastRecession_2007-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_15', 'JHDUSRGDPBR_lagMonth_16', 'JHDUSRGDPBR_lagMonth_17', 'JHDUSRGDPBR_lagMonth_22', 'JHDUSRGDPBR_lagMonth_23', 'JHDUSRGDPBR_lagMonth_24', 'LastRecession_1989-10-01 00:00:00', 'LastRecession_2001-01-01 00:00:00', 'JHDUSRGDPBR_lagMonth_14'];12;0.5705042683240243;-0.6937652875500777;1.21;0
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;Support Vector Regressor - {'kernel': 'linear', 'C': 0.05, 'epsilon': 1.25};svr;['JHDUSRGDPBR', 'JHDUSRGDPBR_lagMonth_2', 'JHDUSRGDPBR_lagMonth_3', 't', 'JHDUSRGDPBR_lagMonth_1', 'JHDUSRGDPBR_lagMonth_4', 'JHDUSRGDPBR_lagMonth_5', 'LastRecession_1989-10-01 00:00:00', 'JHDUSRGDPBR_lagMonth_6', 'JHDUSRGDPBR_lagMonth_19', 'JHDUSRGDPBR_lagMonth_7', 'JHDUSRGDPBR_lagMonth_20', 'JHDUSRGDPBR_lagMonth_18', 'JHDUSRGDPBR_lagMonth_21', 'JHDUSRGDPBR_lagMonth_17', 'JHDUSRGDPBR_lagMonth_9', 'JHDUSRGDPBR_lagMonth_8', 'LastRecession_2007-10-01 00:00:00', 'LastRecession_2019-10-01 00:00:00', 'LastRecession_2001-01-01 00:00:00', 'JHDUSRGDPBR_lagMonth_16', 'JHDUSRGDPBR_lagMonth_13', 'JHDUSRGDPBR_lagMonth_24', 'JHDUSRGDPBR_lagMonth_22', 'JHDUSRGDPBR_lagMonth_11', 'JHDUSRGDPBR_lagMonth_23', 'JHDUSRGDPBR_lagMonth_10', 'JHDUSRGDPBR_lagMonth_12', 'JHDUSRGDPBR_lagMonth_14', 'JHDUSRGDPBR_lagMonth_15'];12;0.5780169670516879;-0.5245418834985554;1.21;0
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;Regression with ARIMA(4,0,3) errors;auto_arima_JHDUSRGDPBR;['JHDUSRGDPBR', 'JHDUSRGDPBR_lagMonth_12', 'JHDUSRGDPBR_lagMonth_24', 'intercept', 'ma3', 'ma2', 'ma1', 'ar4', 'ar3', 'ar2', 'ar1'];12;0.42131559619324216;0.37794112130731605;1.21;0
ALSLIND;AL;SLIND;1982-01-01 00:00:00;2020-02-01 00:00:00;458;ARIMA(5,0,4) with non-zero mean;auto_arima;['intercept', 'ma4', 'ma3', 'ma2', 'ma1', 'ar5', 'ar4', 'ar3', 'ar2', 'ar1'];12;0.31274368602076436;1.28444871375739;1.21;1
